Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
3937,Alice: Madness Returns,Adventure,M,PS3,Electronic Arts,Spicy Horse,6.7,0.59,0.22,0.24,0.04,0.08,2011.0
3938,Harvest Moon: Friends of Mineral Town,Simulation,E,GBA,Natsume,TOSE Software,7.6,0.59,0.34,0.13,0.11,0.01,2003.0
3942,Final Fantasy Explorers,Role-Playing,E10,3DS,Square Enix,Square Enix,7.3,0.59,0.17,0.1,0.29,0.03,2016.0
3952,LEGO Worlds,Misc,E10,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,5.0,0.58,0.21,0.33,0.0,0.04,2017.0
3953,Diablo,Role-Playing,M,PS,Electronic Arts,Climax Group,8.3,0.58,0.29,0.19,0.07,0.04,1998.0
3960,Romancing SaGa,Role-Playing,E10,PS2,Square Enix,Square Enix,6.0,0.58,0.06,0.04,0.47,0.01,2005.0
3983,Tom Clancy's HAWX,Action,T,X360,Ubisoft,Ubisoft Romania,6.9,0.58,0.31,0.19,0.02,0.06,2009.0
3985,International Superstar Soccer '98,Sports,E,N64,Konami,Konami Computer Entertainment Osaka,9.1,0.58,0.06,0.3,0.19,0.03,1998.0
3987,Final Fantasy: The 4 Heroes of Light,Role-Playing,E10,DS,Square Enix,Matrix Software,7.2,0.58,0.22,0.1,0.23,0.03,2010.0
3990,Kirby and the Rainbow Curse,Platform,E,WiiU,Nintendo,HAL Laboratory,8.2,0.58,0.26,0.14,0.13,0.04,2015.0
4005,Disney Magic World 2,Simulation,E,3DS,Nintendo,High Horse Entertainment,7.5,0.58,0.07,0.25,0.23,0.02,2016.0
4012,Disgaea 4: A Promise Unforgotten,Role-Playing,T,PS3,NIS America,Nippon Ichi Software,7.9,0.58,0.27,0.11,0.14,0.06,2011.0
4029,BlazBlue: Calamity Trigger,Fighting,T,PS3,Aksys Games,Arc System Works,8.5,0.57,0.36,0.1,0.06,0.06,2009.0
4032,Bayonetta 2,Action,M,NS,Nintendo,PlatinumGames,9.5,0.57,0.26,0.2,0.07,0.04,2018.0
4035,Ultra Street Fighter II: The Final Challengers,Fighting,T,NS,Capcom,Capcom,7.0,0.57,0.22,0.22,0.09,0.04,2017.0
4042,Harvest Moon: The Tale of Two Towns,Simulation,E,DS,Natsume,Marvelous Interactive,6.3,0.57,0.27,0.06,0.22,0.03,2011.0
4043,Beyond The Beyond,Role-Playing,E,PS,Sony Computer Entertainment,Camelot Software Planning,4.8,0.57,0.11,0.08,0.35,0.04,1996.0
4049,Harvest Moon: Sunshine Islands,Simulation,E,DS,Natsume,Marvelous Interactive,9.0,0.57,0.35,0.03,0.17,0.03,2009.0
4054,3D Dot Game Heroes,Role-Playing,E,PS3,Atlus,Silicon Studio,7.5,0.57,0.36,0.12,0.03,0.07,2010.0
4071,Top Spin 3,Sports,E,PS3,2K Sports,Pam Development,7.8,0.57,0.08,0.37,0.0,0.12,2008.0
4079,Resident Evil Outbreak File #2,Action,M,PS2,Capcom,Capcom Production Studio 1,5.8,0.57,0.19,0.15,0.17,0.05,2005.0
4090,Breath of Fire IV,Role-Playing,T,PS,Capcom,Capcom,8.4,0.56,0.11,0.08,0.34,0.04,2000.0
4092,Everybody's Golf,Sports,E,PS4,Sony Interactive Entertainment,Clap Hanz,8.1,0.56,0.12,0.22,0.17,0.06,2017.0
4095,Odin Sphere,Role-Playing,T,PS2,Atlus,Vanillaware,8.0,0.56,0.23,0.18,0.09,0.06,2007.0
4096,Final Fantasy IV: The Complete Collection,Role-Playing,E10,PSP,Square Enix,Matrix Software,8.0,0.56,0.13,0.09,0.27,0.06,2011.0
4120,Tom Clancy's HAWX,Action,T,PS3,Ubisoft,Ubisoft Romania,7.5,0.56,0.21,0.22,0.05,0.09,2009.0
4123,Xenoblade Chronicles,Role-Playing,T,3DS,Nintendo,Monolith Soft,8.6,0.56,0.24,0.15,0.13,0.04,2015.0
4125,Tetris Party Deluxe,Puzzle,E,Wii,Majesco,"Tetris Online, Inc",7.3,0.56,0.33,0.16,0.02,0.05,2010.0
4126,Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,E,3DS,Nintendo,GungHo Online Entertainment,7.8,0.56,0.09,0.11,0.35,0.02,2015.0
4127,Metroid: Samus Returns,Action-Adventure,E10,3DS,Nintendo,Mercury Steam,9.1,0.56,0.3,0.15,0.07,0.05,2017.0
4136,Resident Evil 2,Action,M,N64,Capcom,Angel Studios,9.0,0.56,0.39,0.09,0.07,0.01,1999.0
4139,Bravely Second: End Layer,Role-Playing,T,3DS,Nintendo,Silicon Studio,7.4,0.56,0.22,0.11,0.2,0.03,2016.0
4159,Enslaved: Odyssey to the West,Action,T,PS3,Namco Bandai,Ninja Theory,7.9,0.56,0.24,0.23,0.01,0.08,2010.0
4161,No More Heroes,Action,M,Wii,Ubisoft,Grasshopper Manufacture,8.2,0.56,0.29,0.17,0.04,0.05,2008.0
4169,Lunar: Silver Star Story Complete,Role-Playing,T,PS,Working Designs,Game Arts,7.6,0.55,0.27,0.18,0.06,0.04,1999.0
4174,Metal Gear Solid 3: Subsistence,Action,M,PS2,Konami,Kojima Productions,9.4,0.55,0.34,0.01,0.15,0.06,2006.0
4185,Poochy & Yoshi's Woolly World,Platform,E,3DS,Nintendo,Good-Feel,7.5,0.55,0.2,0.16,0.17,0.03,2017.0
4193,Disgaea 3: Absence of Justice,Role-Playing,T,PS3,NIS America,Nippon Ichi Software,7.8,0.55,0.36,0.03,0.11,0.05,2008.0
4194,Puyo Puyo Tetris,Puzzle,E,NS,Sega,Sonic Team,8.3,0.55,0.22,0.18,0.12,0.04,2017.0
4201,Dragon Ball: Xenoverse 2,Action,T,NS,Namco Bandai Games,Dimps Corporation,8.0,0.55,0.17,0.16,0.19,0.03,2017.0
4228,Donkey Kong Jungle Climber,Platform,E,DS,Nintendo,Paon Corporation,7.8,0.55,0.25,0.03,0.24,0.03,2007.0
4245,ModNation Racers,Racing,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.7,0.54,0.11,0.27,0.02,0.14,2010.0
4246,Dynasty Warriors: Gundam 3,Action,T,PS3,Tecmo Koei,Omega Force,6.5,0.54,0.11,0.05,0.36,0.02,2011.0
4251,Dragon Ball Z: Shin Budokai,Fighting,T,PSP,Atari,Dimps Corporation,7.4,0.54,0.26,0.08,0.13,0.07,2006.0
4257,Bulletstorm,Shooter,M,PS3,Electronic Arts,People Can Fly,8.4,0.54,0.24,0.2,0.01,0.09,2011.0
4261,Enslaved: Odyssey to the West,Action,T,X360,Namco Bandai,Ninja Theory,8.0,0.54,0.3,0.19,0.0,0.05,2010.0
4265,NBA Live 10,Sports,E,PS3,EA Sports,EA Canada,7.9,0.54,0.46,0.03,0.01,0.05,2009.0
4267,Hotel Dusk: Room 215,Adventure,T,DS,Nintendo,Cing,8.0,0.54,0.26,0.04,0.22,0.03,2007.0
4276,Dragon Ball Z: Ultimate Tenkaichi,Fighting,T,X360,Namco Bandai,Spike,6.0,0.54,0.39,0.1,0.01,0.05,2011.0
4279,Valkyria Chronicles II,Role-Playing,T,PSP,Sega,Sega WOW Overworks,8.1,0.54,0.12,0.16,0.18,0.09,2010.0
4283,Bust A Groove,Misc,E,PS,989 Studios,Metro,7.7,0.54,0.09,0.06,0.35,0.04,1998.0
4284,Fire Emblem: Path of Radiance,Role-Playing,T,GC,Nintendo,Intelligent Systems,8.6,0.54,0.29,0.08,0.16,0.01,2005.0
4288,METRO 2033,Shooter,M,X360,THQ,4a-games,7.4,0.54,0.22,0.23,0.03,0.05,2010.0
4289,Mario Tennis Ultra Smash,Sports,E,WiiU,Nintendo,Camelot Software Planning,6.1,0.54,0.16,0.2,0.15,0.03,2015.0
4291,Tactics Ogre: Let Us Cling Together,Role-Playing,T,PSP,Square Enix,Square Enix,9.0,0.54,0.15,0.07,0.27,0.05,2011.0
4293,Two Worlds II,Role-Playing,M,X360,SouthPeak Interactive,Reality Pump,6.5,0.54,0.4,0.07,0.03,0.04,2011.0
4303,Sacred 2: Fallen Angel,Role-Playing,M,X360,CDV Software Entertainment,Ascaron Entertainment,7.0,0.54,0.29,0.16,0.04,0.05,2009.0
4308,Time Crisis: Razing Storm,Shooter,T,PS3,Namco Bandai,Nex Entertainment,5.8,0.54,0.18,0.21,0.07,0.08,2010.0
4312,Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,T,Wii,Capcom,Eighting,8.3,0.54,0.3,0.16,0.03,0.05,2010.0
4313,Dragon Ball: Fusions,Role-Playing,T,3DS,Namco Bandai Games,Ganbarion,6.3,0.54,0.17,0.09,0.24,0.03,2016.0
4323,Rune Factory: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,8.1,0.53,0.35,0.01,0.14,0.03,2007.0
4325,Clock Tower,Adventure,M,PS,ASCII Entertainment,Human Entertainment,6.1,0.53,0.07,0.05,0.38,0.03,1997.0
4339,Phoenix Wright: Ace Attorney - Justice for All,Adventure,T,DS,Capcom,Capcom,7.6,0.53,0.21,0.04,0.26,0.03,2007.0
4349,Excite Truck,Racing,E,Wii,Nintendo,Monster Games Inc.,7.0,0.53,0.39,0.03,0.08,0.04,2006.0
4364,Sonic & Sega All-Stars Racing Transformed,Racing,E10,WiiU,Sega,Sumo Digital,6.9,0.53,0.19,0.28,0.02,0.04,2012.0
4370,Terminator Salvation,Shooter,T,PS3,Warner Bros. Interactive,GRIN,5.0,0.53,0.13,0.29,0.01,0.1,2009.0
4379,Star Fox Command,Shooter,E10,DS,Nintendo,Nintendo EAD / Q-Games,7.2,0.53,0.38,0.01,0.1,0.04,2006.0
4392,Silent Hill: Origins,Action,M,PSP,Konami,Climax Group,7.8,0.52,0.22,0.16,0.04,0.1,2007.0
4394,Mystery Dungeon: Shiren the Wanderer,Role-Playing,E,DS,Sega,ChunSoft,7.1,0.52,0.17,0.0,0.33,0.02,2008.0
4395,GT Pro Series,Racing,E,Wii,Ubisoft,MTO,3.7,0.52,0.46,0.01,0.02,0.04,2006.0
4396,Tales of Symphonia: Dawn of the New World,Role-Playing,T,Wii,Namco Bandai,Namco Tales Studio,6.8,0.52,0.21,0.05,0.24,0.02,2008.0
4398,F.E.A.R. 2: Project Origin,Shooter,M,X360,Warner Bros. Interactive,Monolith Productions,7.9,0.52,0.32,0.15,0.0,0.05,2009.0
4408,Metal Gear Solid 2: Substance,Action,M,PS2,Konami,Konami Computer Entertainment Japan,8.5,0.52,0.18,0.14,0.16,0.05,2003.0
4423,The 3rd Birthday,Role-Playing,M,PSP,Square Enix,HexaDrive,7.0,0.52,0.13,0.07,0.27,0.05,2011.0
4432,Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,7.9,0.52,0.32,0.03,0.15,0.03,2008.0
4437,Way of the Samurai 3,Action,M,PS3,Agetec,Acquire,6.5,0.52,0.18,0.08,0.22,0.04,2009.0
4457,Lair,Action,T,PS3,Sony Computer Entertainment,Factor 5,5.5,0.51,0.36,0.04,0.08,0.04,2007.0
4472,SoulCalibur: Broken Destiny,Fighting,T,PSP,Namco Bandai,Project Soul,8.0,0.51,0.12,0.2,0.07,0.12,2009.0
4481,Pro Evolution Soccer 2010,Sports,E,Wii,Konami,Konami,8.1,0.51,0.12,0.27,0.06,0.05,2009.0
4489,Bleach: Soul Resurreccion,Fighting,T,PS3,NIS America,Eighting,6.7,0.51,0.27,0.11,0.07,0.06,2011.0
4498,Dynasty Warriors,Action,T,PSP,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.0,0.3,0.02,2005.0
4499,Ace Combat Zero: The Belkan War,Simulation,T,PS2,Namco,Namco,7.5,0.51,0.15,0.12,0.2,0.04,2006.0
4501,Final Fantasy II Anniversary Edition,Role-Playing,T,PSP,Square Enix,Square Enix,6.5,0.51,0.36,0.03,0.07,0.05,2007.0
4503,Dragon Ball: Raging Blast,Fighting,T,X360,Namco Bandai,Spike,5.8,0.51,0.36,0.08,0.02,0.04,2009.0
4507,Theatrhythm: Final Fantasy,Misc,E10,3DS,Square Enix,Jupiter Multimedia,7.8,0.51,0.22,0.07,0.18,0.03,2012.0
4521,Fire Emblem Warriors,Action,T,NS,Nintendo,Omega Force,7.3,0.51,0.22,0.14,0.1,0.04,2017.0
4542,R.U.S.E.,Strategy,T,PS3,Ubisoft,Eugen Systems,8.0,0.5,0.18,0.22,0.02,0.08,2010.0
4548,Picross DS,Puzzle,E,DS,Nintendo,Jupiter Multimedia,8.4,0.5,0.17,0.02,0.3,0.02,2007.0
4572,Tactics Ogre: The Knight of Lodis,Role-Playing,E,GBA,Atlus,Quest Corporation,8.5,0.5,0.13,0.05,0.31,0.01,2002.0
4575,Hometown Story,Simulation,E10,3DS,Natsume,Toy Box,5.5,0.5,0.29,0.13,0.04,0.04,2013.0
4577,Dead or Alive Ultimate,Fighting,M,XB,Tecmo,Team Ninja,8.1,0.5,0.3,0.1,0.08,0.02,2004.0
4585,Pokemon Art Academy,Misc,E,3DS,Nintendo,Headstrong Games,7.8,0.5,0.18,0.12,0.17,0.03,2014.0
4587,Epic Mickey: Power of Illusion,Platform,E,3DS,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.05,0.04,0.04,2012.0
4591,Picross 3D,Puzzle,E,DS,Nintendo,HAL Laboratory,8.7,0.5,0.28,0.03,0.16,0.03,2010.0
4594,Ridge Racer 3D,Racing,E,3DS,Namco Bandai,Namco Bandai Games,7.4,0.5,0.19,0.16,0.12,0.03,2011.0
4599,Alice: Madness Returns,Adventure,M,X360,Electronic Arts,Spicy Horse,6.9,0.5,0.27,0.15,0.04,0.04,2011.0
4600,Super Monkey Ball 3D,Action,E,3DS,Sega,Sega,5.7,0.5,0.26,0.15,0.05,0.04,2011.0
4604,Wet,Shooter,M,X360,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.21,0.01,0.05,2009.0
4605,Spider-Man 2,Action,E,DS,Activision,Vicarious Visions,6.1,0.5,0.41,0.02,0.03,0.04,2004.0
4609,Steel Diver,Action,E10,3DS,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.1,0.05,0.04,2011.0
4616,Resident Evil: The Mercenaries 3D,Shooter,M,3DS,Capcom,Capcom,6.3,0.49,0.16,0.17,0.13,0.03,2011.0
4618,Dynasty Warriors: Gundam 2,Action,T,PS3,Namco Bandai,Omega Force,5.9,0.49,0.09,0.07,0.32,0.03,2009.0
4624,Tony Hawk's Project 8,Sports,T,X360,Activision,Neversoft Entertainment,8.4,0.49,0.44,0.02,0.0,0.04,2006.0
4626,Story of Seasons: Trio of Towns,Simulation,E10,3DS,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.06,0.22,0.03,2017.0
4629,Fire Emblem: Radiant Dawn,Strategy,E10,Wii,Nintendo,Intelligent Systems,7.7,0.49,0.27,0.03,0.17,0.03,2007.0
4632,Mario Golf: World Tour,Sports,E,3DS,Nintendo,Camelot Software Planning,8.1,0.49,0.14,0.15,0.18,0.03,2014.0
4633,Ace Combat: Assault Horizon,Action,T,X360,Namco Bandai,Project ACES,7.0,0.49,0.3,0.12,0.03,0.04,2011.0
4638,Asphalt 3D,Racing,E10,3DS,Ubisoft,Konami,4.0,0.49,0.27,0.16,0.02,0.04,2011.0
4645,Grandia III,Role-Playing,T,PS2,Square Enix,Game Arts,7.5,0.49,0.12,0.1,0.24,0.03,2006.0
4649,Kane & Lynch 2: Dog Days,Shooter,M,X360,Square Enix,IO Interactive,6.4,0.49,0.2,0.23,0.01,0.05,2010.0
4654,Animal Crossing: Amiibo Festival,Party,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",4.8,0.49,0.23,0.12,0.1,0.04,2015.0
4669,Dragon Ball Z: Burst Limit,Fighting,T,X360,Atari,Dimps Corporation,7.3,0.49,0.24,0.18,0.03,0.05,2008.0
4671,Crazy Taxi,Racing,T,GC,Acclaim Entertainment,Hitmaker,7.2,0.49,0.36,0.09,0.02,0.01,2001.0
4673,Art Academy: Lessons for Everyone!,Misc,E,3DS,Nintendo,Headstrong Games,8.0,0.49,0.2,0.05,0.21,0.02,2012.0
4684,Tales of Legendia,Role-Playing,T,PS2,Namco,Namco / Team MelFes,7.2,0.49,0.07,0.05,0.35,0.02,2006.0
4687,Alone in the Dark,Adventure,M,X360,Atari,Eden Studios,6.3,0.49,0.14,0.3,0.0,0.05,2008.0
4702,Atelier Rorona: Alchemist of Arland,Role-Playing,T,PS3,NIS America,Gust,6.4,0.48,0.22,0.1,0.11,0.05,2014.0
4716,Dark Sector,Shooter,M,X360,D3 Publisher,Digital Extremes,7.1,0.48,0.22,0.2,0.01,0.05,2008.0
4730,Harvest Moon 64,Simulation,E,N64,Natsume,Toy Box Studios,7.8,0.48,0.25,0.06,0.11,0.06,1999.0
4739,Crazy Taxi: Fare Wars,Racing,E10,PSP,Sega,Sniper Studios,6.3,0.48,0.1,0.23,0.02,0.13,2007.0
4740,Sonic Lost World,Platform,E10,3DS,Sega,Dimps Corporation,5.2,0.48,0.22,0.15,0.07,0.04,2013.0
4754,Children of Mana,Role-Playing,E10,DS,Nintendo,Next Entertainment,7.0,0.48,0.16,0.01,0.29,0.01,2006.0
4764,Fantavision,Puzzle,E,PS2,Sony Computer Entertainment,SCEI,8.0,0.47,0.14,0.11,0.19,0.04,2000.0
4766,Alien Trilogy,Shooter,M,PS,Acclaim Entertainment,Probe Entertainment Limited,8.0,0.47,0.24,0.16,0.04,0.03,1997.0
4770,Luigi's Mansion,Adventure,E,3DS,Nintendo,GREZZO,7.3,0.47,0.19,0.16,0.09,0.03,2018.0
4771,Dynasty Warriors Gundam,Action,T,PS3,Namco Bandai,Omega Force,6.4,0.47,0.14,0.01,0.31,0.02,2007.0
4775,Dark Sector,Shooter,M,PS3,D3 Publisher,Digital Extremes,7.2,0.47,0.23,0.16,0.01,0.07,2008.0
4776,James Bond 007: Blood Stone,Action,T,X360,Activision,Bizarre Creations,6.2,0.47,0.2,0.23,0.0,0.05,2010.0
4783,F.E.A.R. 2: Project Origin,Shooter,M,PS3,Warner Bros. Interactive,Monolith Productions,8.2,0.47,0.19,0.2,0.01,0.08,2009.0
4786,Unreal Tournament III,Shooter,M,X360,Midway Games,Epic Games,7.8,0.47,0.25,0.17,0.01,0.05,2008.0
4790,2010 FIFA World Cup South Africa,Sports,E,PSP,EA Sports,EA Canada,6.8,0.47,0.09,0.23,0.03,0.12,2010.0
4795,Valkyrie Profile 2: Silmeria,Role-Playing,T,PS2,Square Enix,tri-Ace,8.4,0.47,0.04,0.03,0.39,0.01,2006.0
4802,Dead Space Extraction,Shooter,M,Wii,Electronic Arts,Visceral Games,8.2,0.47,0.32,0.1,0.01,0.04,2009.0
4810,Viva Pinata: Trouble in Paradise,Simulation,E,X360,Microsoft Game Studios,Rare Ltd.,8.5,0.47,0.16,0.25,0.01,0.05,2008.0
4814,Silent Hill: Shattered Memories,Adventure,M,Wii,Konami,Climax Group,7.3,0.47,0.22,0.19,0.01,0.05,2009.0
4815,FlingSmash,Action,E,Wii,Nintendo,Artoon,3.8,0.47,0.37,0.01,0.07,0.02,2010.0
4829,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,0.47,0.12,0.06,0.27,0.02,2009.0
4832,Detective Pikachu,Adventure,E,3DS,Nintendo,Creatures Inc.,7.1,0.47,0.15,0.17,0.12,0.03,2018.0
4834,Knack 2,Platform,E10,PS4,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.47,0.14,0.25,0.01,0.07,2017.0
4843,Two Worlds II,Role-Playing,M,PS3,SouthPeak Interactive,Reality Pump,6.5,0.47,0.26,0.1,0.06,0.04,2011.0
4844,Sonic Mania,Platform,E,NS,Sega,PagodaWest Games,8.8,0.47,0.23,0.18,0.01,0.04,2017.0
4849,Metal Gear Solid: The Twin Snakes,Action,M,GC,Konami,Silicon Knights,8.1,0.47,0.3,0.08,0.07,0.01,2004.0
4861,Classic NES Series: Pac-Man,Puzzle,E,GBA,Nintendo,Nintendo,5.7,0.46,0.25,0.09,0.12,0.01,2004.0
4878,Red Faction: Armageddon,Shooter,M,PS3,THQ,Volition Inc.,7.0,0.46,0.2,0.15,0.03,0.07,2011.0
4885,Need for Speed: Hot Pursuit,Racing,T,Wii,Electronic Arts,Exient Entertainment,5.0,0.46,0.17,0.24,0.0,0.05,2010.0
4886,Mario Sports Superstars,Sports,E,3DS,Nintendo,Namco Bandai Games,6.0,0.46,0.18,0.12,0.13,0.03,2017.0
4913,Hyrule Warriors: Definitive Edition,Action,T,NS,Nintendo,Koei Tecmo Games,8.0,0.46,0.21,0.15,0.07,0.03,2018.0
4918,.hack//Outbreak Part 3,Role-Playing,T,PS2,Bandai,CyberConnect2,7.1,0.46,0.14,0.11,0.17,0.04,2003.0
4937,Enter the Matrix,Action,T,GC,Atari,Shiny Entertainment,6.5,0.45,0.34,0.09,0.02,0.01,2003.0
4938,Dead or Alive: Dimensions,Fighting,T,3DS,Tecmo Koei,Team Ninja,7.8,0.45,0.13,0.22,0.07,0.03,2011.0
4944,Bleach: The Blade of Fate,Fighting,T,DS,Sega,"Treasure Co., Ltd.",8.2,0.45,0.29,0.01,0.12,0.03,2007.0
4948,Phantasy Star Online Episode I & II,Role-Playing,T,GC,Sega,Sonic Team,8.2,0.45,0.23,0.06,0.16,0.01,2002.0
4956,Burnout Dominator,Racing,E10,PSP,Electronic Arts,Criterion Games,7.8,0.45,0.02,0.38,0.01,0.05,2007.0
4969,Dynasty Warriors: Strikeforce,Action,T,PSP,Tecmo Koei,Omega Force,6.4,0.45,0.03,0.02,0.38,0.02,2009.0
4979,F.E.A.R. 3,Shooter,M,PS3,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.21,0.16,0.01,0.07,2011.0
4995,PES 2009: Pro Evolution Soccer,Sports,E,Wii,Konami,Konami,8.4,0.45,0.09,0.26,0.05,0.05,2009.0
5027,F.E.A.R. 3,Shooter,M,X360,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.3,0.11,0.01,0.04,2011.0
5035,Vandal Hearts,Role-Playing,M,PS,Konami,Konami Computer Entertainment Tokyo,7.7,0.45,0.14,0.09,0.19,0.03,1997.0
5036,Virtua Tennis 4,Sports,E,PS3,Sega,Sega-AM2,6.4,0.45,0.09,0.24,0.03,0.08,2011.0
5044,Sid Meier's Civilization Revolution,Strategy,E10,DS,2K Games,Firaxis,8.2,0.45,0.37,0.03,0.02,0.03,2008.0
5047,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,T,PSP,Sony Computer Entertainment,Slant Six Games,7.5,0.45,0.17,0.13,0.06,0.09,2010.0
5060,Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,T,3DS,Atlus,Career Soft,7.6,0.44,0.34,0.01,0.06,0.04,2011.0
5081,Hey! Pikmin,Platform,E10,3DS,Nintendo,Arzest,6.8,0.44,0.17,0.08,0.17,0.03,2017.0
5082,Chocobo Racing,Racing,E,PS,Square EA,SquareSoft,5.4,0.44,0.07,0.05,0.3,0.03,1999.0
5097,Star Fox: Zero,Shooter,E10,WiiU,Nintendo,Nintendo EPD,6.7,0.44,0.2,0.12,0.09,0.03,2016.0
5100,Dragon Ball FighterZ,Fighting,T,NS,Bandai Namco Entertainment,Arc System Works,9.0,0.44,0.21,0.13,0.07,0.03,2018.0
5104,Tetris Axis,Puzzle,E,3DS,Nintendo,Hudson Soft,7.8,0.44,0.2,0.14,0.06,0.03,2011.0
5110,Samurai Warriors 3,Action,T,Wii,Nintendo,Omega Force,5.1,0.44,0.09,0.02,0.32,0.01,2010.0
5112,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,E,PSP,Konami,Konami,7.0,0.44,0.19,0.07,0.12,0.05,2009.0
5121,2014 FIFA World Cup Brazil,Sports,E,X360,EA Sports,EA Canada,7.3,0.44,0.15,0.25,0.0,0.03,2014.0
5125,Eternal Sonata,Role-Playing,T,PS3,Namco Bandai,Tri-Crescendo,8.3,0.44,0.19,0.12,0.07,0.05,2008.0
5128,Hyperdimension Neptunia,Role-Playing,T,PS3,NIS America,Compile Heart,5.3,0.44,0.22,0.1,0.07,0.04,2011.0
5143,The Darkness,Shooter,M,X360,2K Games,Starbreeze,8.3,0.44,0.36,0.04,0.01,0.03,2007.0
5163,007: Quantum of Solace,Shooter,T,PS2,Activision,Treyarch,7.8,0.43,0.17,0.0,0.0,0.26,2008.0
5175,Dragon Ball Z: Shin Budokai - Another Road,Fighting,T,PSP,Atari,Dimps Corporation,7.2,0.43,0.19,0.09,0.08,0.07,2007.0
5192,OkamiDen,Adventure,E10,DS,Capcom,Capcom,8.3,0.43,0.21,0.07,0.13,0.02,2011.0
5200,Mischief Makers,Platform,E,N64,Nintendo,"Treasure Co., Ltd.",6.5,0.43,0.25,0.06,0.07,0.06,1997.0
5203,Castlevania: Dawn of Sorrow,Platform,T,DS,Konami,Konami,8.9,0.43,0.34,0.03,0.03,0.03,2005.0
5208,NBA 2K18,Sports,E10,NS,2K Sports,Visual Concepts,7.5,0.43,0.3,0.06,0.03,0.04,2017.0
5210,Doom (2016),Shooter,M,NS,Bethesda Softworks,id Software,8.2,0.43,0.24,0.15,0.01,0.04,2017.0
5214,Tales of the World: Radiant Mythology,Role-Playing,T,PSP,Namco Bandai,Alfa System,7.0,0.43,0.17,0.01,0.23,0.02,2007.0
5215,Atelier Totori: The Adventurer of Arland,Role-Playing,T,PS3,NIS America,Gust,7.8,0.43,0.12,0.07,0.21,0.03,2011.0
5217,Dawn of Mana,Role-Playing,T,PS2,Square Enix,Square Enix,6.3,0.43,0.07,0.05,0.29,0.02,2007.0
5225,Def Jam Icon,Action,M,PS3,Electronic Arts,Unknown,6.6,0.43,0.16,0.19,0.0,0.07,2007.0
5231,Sin and Punishment: Star Successor,Shooter,T,Wii,Nintendo,"Treasure Co., Ltd.",8.4,0.43,0.19,0.14,0.06,0.03,2010.0
5247,2010 FIFA World Cup South Africa,Sports,E,Wii,EA Sports,EA Canada,6.8,0.42,0.23,0.15,0.01,0.04,2010.0
5316,Valkyrie Profile: Covenant of the Plume,Role-Playing,T,DS,Square Enix,tri-Ace,7.5,0.42,0.22,0.02,0.16,0.02,2009.0
5326,Castlevania: Curse of Darkness,Action,M,PS2,Konami,Konami,7.2,0.42,0.18,0.14,0.05,0.05,2005.0
5331,Vanquish,Shooter,M,X360,Sega,PlatinumGames,8.3,0.42,0.19,0.16,0.03,0.04,2010.0
5332,Castlevania: The Dracula X Chronicles,Platform,T,PSP,Konami,Konami,8.0,0.42,0.22,0.09,0.04,0.07,2007.0
5341,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,E,Wii,Capcom,Capcom,8.7,0.42,0.18,0.16,0.03,0.04,2007.0
5351,Zone of the Enders: The 2nd Runner,Simulation,M,PS2,Konami,Konami Computer Entertainment Japan,8.6,0.41,0.15,0.12,0.11,0.04,2003.0
5396,BlazBlue: Continuum Shift,Fighting,T,PS3,Aksys Games,Arc System Works,8.7,0.41,0.21,0.08,0.09,0.04,2010.0
5400,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,T,N64,Atlus,Quest Corporation,9.1,0.41,0.1,0.02,0.25,0.04,2000.0
5404,NiGHTS: Journey of Dreams,Platform,E,Wii,Sega,Sonic Team,7.0,0.41,0.32,0.02,0.04,0.03,2007.0
5408,Armored Core,Simulation,T,PS,Sony Computer Entertainment,From Software,7.2,0.41,0.13,0.09,0.16,0.03,1997.0
5416,Katamari Forever,Puzzle,E,PS3,Namco Bandai,Bandai Namco Games,7.3,0.41,0.26,0.05,0.06,0.04,2009.0
